job21,91,91,105524690590,199332552722,22658748953,787
job23,92,1,105524690590,247225400197,22848949208,787
job80,328,236,1666732399,2229848800,2362,13
job118,478,150,781292838397,1281995000410,780422469303,5822
job123,485,7,2377667935,4979403763,182050104,18
job132,531,46,1590684084,7593417002,2090196743,12
job139,560,29,18416616174,42790093140,23787043241,138
job189,796,236,27982424340,133345989092,18949661418,209
job236,1013,217,73462019436,286891434691,80227220783,548
job243,1032,19,2478831216,2717436432,285702725,19
job244,1033,1,30397480641,84799485472,21837842837,227
job369,1487,454,1076131679,1122659518,21898112,9
job428,1771,284,10030998360,27005917196,6957820497,75
job440,1813,42,56255955652,103931317714,298069273669,420
job485,1963,150,5050181310,8634954285,3133680539,38
job538,2182,219,7179312036,14771757512,9660334123,54
job607,2539,357,699507137,3123140500,5756,6
job694,2790,251,1796049228,8449422696,2362864739,14
job708,2825,35,591102596,1076486617,46605573,5
job740,2923,98,37831360727,45801791923,2916878394,282
job763,3016,93,0,1193094746572,679215815044,0
job785,3102,86,2926776225,3355059655,2023328490,22
job836,3249,147,105070306514,246449265754,23167734994,783
job838,3250,1,105070306514,199562161594,22970621366,783
job862,3299,49,13365452138,25378889396,5580282805,100
job894,3418,119,562055501,1313589733,66251,5
job910,3473,55,692852253369,3810188920997,2989414930416,5163
job1032,3735,262,734957401,2810173271,1257886767,6
job1091,3888,153,3356293698,3460662373,1501093,26
job1092,3889,1,804489227,1557165607,241107350,6
job1115,3923,34,6624040780,37537403103,7734159555,50
job1117,3927,4,134950148021,270260426619,17904372638,1006
job1191,4130,203,5944258487,16070277598,3881070691,45
job1243,4213,83,26274024833,47676348686,833813395,196
job1332,4278,65,481403644,1084885861,850716323,4
job1348,4326,48,51292743789,224021677876,91315413108,383
job1389,4451,125,53715988890,304909818025,124127566833,401
job1422,4566,115,10122487509,27263124038,7023270387,76
job1426,4571,5,3909093405,4242872001,220497751,30
job1446,4650,79,5013913137,19960076991,8702813891,38
job1537,4842,192,784962024,1094266510,381,6
job1576,4939,97,11455039575,45031106388,17936290366,86
job1578,4947,8,1281375620,1692902245,3404652,10
job1579,4948,1,1574461702,1825956052,248238,12
job1584,4951,3,1542594215,1609559021,10696,12
job1621,5008,57,2348310267,3637755270,1142386147,18
job1775,5267,259,6179583157,17488686486,9321553058,47
job1791,5313,46,5809300772,15731063366,3860087623,44
job1845,5478,165,37577245398,166298733894,7467415946,280
job1856,5512,34,6581141934,7079117858,3567836776,50
job1866,5540,28,33655081101,113447743345,1682102116,251
job1872,5561,21,685388358,3466721449,2579533292,6
job1914,5650,89,117885148480,229568118098,131905677988,879
job1957,5777,127,6179583157,17344618881,8637908939,47
job1963,5801,24,2029188003,2619632400,1015454,16
job1971,5832,31,1294270509,3853351916,1436475082,10
job1973,5834,2,1180798716,1362962700,659623,9
job1975,5838,4,24649043433,46004961047,211717,184
job1989,5879,41,58180937664,93377331421,52871602982,434
job1993,5881,2,63544897602,159561075241,6959689,474
job2003,5903,22,24648884044,45967035079,6664,184
job2004,5908,5,1542123233,1609463717,59584,12
job2076,6089,181,1554109177,1732362066,90766,12
job2082,6103,14,1248662614,4064367045,2651310298,10
job2121,6190,87,514829513,1153600561,77013661,4
job2135,6223,33,5778840444,15869351432,3883859398,44
job2139,6233,10,1347182535,2559526152,1561423553,11
job2197,6443,210,4328892151,15459349607,29157788,33
job2315,6599,156,3000119105,3046223991,613249561,23
job2353,6636,37,1347182535,2436672774,1344530908,11
job2371,6679,43,1002665258,1869451351,117612545,8
job2397,6730,51,1531479503,2046701662,272,12
job2515,7039,309,62930898871,116848020634,46240102503,469
job2527,7082,43,542601617021,1172087272419,735773180262,4043
job2533,7094,12,656077587,1407604972,2865592,5
job2551,7136,42,5801493829,15683406024,3823065551,44
job2571,7191,55,255106445535,755061018533,58706266257,1901
job2596,7263,72,276827069,1319111856,176140495,3
job2619,7332,69,397966080,2444114704,378699580,3
job2624,7344,12,98454160376,120416477683,55270963160,734
job2637,7378,34,21044241002,60641357139,14466711865,157
job2648,7401,23,2587689895,5926782245,2090351466,20
job2670,7460,59,491348300,2130135015,303834665,4
job2671,7462,2,1276213389,1521772231,794520190,10
job2673,7465,3,38094333909,254927192821,22360767005,284
job2689,7519,54,3742334078,8172995900,2250187847,28
job2727,7598,79,86326323901,434274418536,88820,644
job2733,7622,24,15108217544,41702511931,20844031873,113
job2738,7648,26,1424106816,2808332492,1244131487,11
job2741,7659,11,10111106046,30013035134,6358985497,76
job2745,7665,6,54440678413,120048049422,3949075767,406
job2746,7666,1,53463049928,56857286549,1938093825,399
job2747,7667,1,188641963971,236150784371,12047863784,1406
job2757,7693,26,2133811871,8139711390,4689061766,16
job2760,7699,6,1538962918,1875499650,804709927,12
job2771,7744,45,351167492,1744104075,304721797,3
job2776,7769,25,80983069231,279970252777,66966595475,604
job2777,7774,5,80983069231,279747005588,66966478533,604
job2782,7792,18,32578198945,167911032541,32286075578,243
job2794,7806,14,62752842280,276400351104,66976072450,468
job2799,7808,2,62752842280,276433493951,66976143038,468
job2802,7813,5,62920732870,277436727101,67251049113,469
job2804,7815,2,62752842280,276389394432,66976059861,468
job2833,7918,103,52413921145,66066354657,4694859,391
job2861,8093,175,6235997235,6321731076,4159907295,47
job2864,8115,22,27641110226,89967740024,29707791887,206
job2966,8550,435,10217024425,36022566858,3005896556,77
job2997,8708,158,41156907941,242747493520,79995081524,307
job3023,8851,143,6941433822,6968499214,4711291788,52
job3059,8956,105,52416136702,66054600104,8358976,391
job3066,8974,18,10640898044,37351020065,21886378028,80
job3078,9066,92,2702439454,7142503518,4920503755,21
job3095,9123,57,66526517002,318189195709,130809566342,496
job3096,9129,6,2163291962,3975872512,1988244122,17
job3123,9202,73,5991607141,6045848878,3960129140,45
job3134,9267,65,8947966051,12802167254,3210415952,67
job3135,9267,0,10057664678,15677215477,3246586095,75
job3203,9496,229,85236134752,105680092438,21198482090,636
job3204,9497,1,2728805660,7741779891,5324766019,21
job3206,9499,2,2823323339,7775190261,5377921421,22
job3222,9527,28,102576650344,214169583413,35580812285,765
job3223,9528,1,102527388817,177701884855,35210934859,764
job3284,9755,227,1272816514,1356842179,819594509,10
job3301,9786,31,2976922636,8119039757,5521466384,23
job3308,9807,21,2811693454,7762653388,5342328262,21
job3321,9840,33,3228435083,8311956788,2736553616,25
job3354,9961,121,881467513203,3510442238613,294517568291,6568
job3378,10058,97,7725549107,15317167551,10109665180,58
job3410,10158,100,2543983952,7139037426,4696127711,19
job3434,10241,83,3090558704,7052257295,21759222,24
job3456,10318,77,39631788428,68822738638,792435735,296
job3495,10425,107,301516758468,699781073046,3734876157,2247
job3507,10433,8,3890131840,5684761197,519733,29
job3509,10445,12,1685031237,5204210657,1630465306,13
job3570,10660,215,2996921563,8224657806,2374916593,23
job3572,10662,2,3890357756,5689704543,324027,29
job3602,10745,83,654410501,1162927997,103435678,5
job3609,10786,41,655060841,1163068639,104178204,5
job3617,10811,25,2997146180,13263326907,5302316320,23
job3619,10824,13,1902730529,2750940477,6954230,15
job3637,10847,23,7954829292,16178532811,11388426503,60
job3761,11134,287,4681903432,16542686343,272091310,35
job3827,11410,276,23232576682,75651359549,52071253333,174
job3865,11513,103,824909626705,3421194461879,1313074684035,6147
job3893,11559,46,3154111795,3752406800,626029676,24
job3901,11568,9,54962481759,70005753096,11128109,410
job3938,11634,66,1579584052,1996670014,7904617,12
job3955,11680,46,1508649876,3140608536,2075077889,12
job4013,11816,136,2877556026,5412551879,815505550,22
job4077,11915,99,4006769321,5247920917,1868769,30
job4112,11943,28,1441843771,1731498035,49202422,11
job4133,11995,52,4719034246,16723640406,432109723,36
job4155,12019,24,62507285681,150977483768,71748326495,466
job4161,12025,6,568908493,1901350294,92702254,5
job4200,12100,75,902063135800,1576987114018,676639810301,6721
job4212,12126,26,218224162,2793257676,957581005,2
job4259,12199,73,6262689795,23439554008,218036895,47
job4342,12379,180,1259920970,4481262406,2913134908,10
job4353,12418,39,5666104419,14097284763,5293585162,43
job4388,12560,142,1837118175,3360109368,1625041970,14
job4406,12594,34,4601360055,5321519465,5568,35
