job0,0,0,268435456,1410278651,0,inputPathRJ0
job1,0,0,11274289152,828790292,0,inputPathRJ1
job2,0,0,134217728,826600332,0,inputPathRJ2
job3,0,0,9663676416,124632443,0,inputPathRJ3
job4,0,0,939524096,1183222925,0,inputPathRJ4
job5,0,0,268435456,902605237,0,inputPathRJ5
job6,0,0,939524096,136699753,0,inputPathRJ6
job7,0,0,805306368,311889493,0,inputPathRJ7
job8,0,0,5905580032,417397552,0,inputPathRJ8
job9,0,0,3087007744,51942731,0,inputPathRJ9
job10,0,0,6174015488,276768802,0,inputPathRJ10
job11,0,0,413927473152,853275357,0,inputPathRJ11
job12,0,0,402653184,64789409,0,inputPathRJ12
job13,0,0,9663676416,328238120,0,inputPathRJ13
job14,0,0,536870912,225692436,0,inputPathRJ14
job15,0,0,9395240960,1575281627,0,inputPathRJ15
job16,0,0,805306368,820316798,0,inputPathRJ16
job17,0,0,8187281408,485433969,0,inputPathRJ17
job18,0,0,268435456,0,0,inputPathRJ18
job19,0,0,11676942336,779550178,0,inputPathRJ19
job20,0,0,536870912,909982997,0,inputPathRJ20
job21,0,0,37983617024,0,0,inputPathRJ21
job22,0,0,24696061952,466662844,0,inputPathRJ22
job23,0,0,5502926848,684522046,0,inputPathRJ23
job24,0,0,671088640,165916516,0,inputPathRJ24
job25,0,0,939524096,219751043,0,inputPathRJ25
job26,0,0,939524096,276097303,0,inputPathRJ26
job27,0,0,1073741824,339791806,0,inputPathRJ27
job28,0,0,12750684160,166823649,0,inputPathRJ28
job29,0,0,1207959552,0,0,inputPathRJ29
job30,0,0,1207959552,283572760,0,inputPathRJ30
job31,0,0,12213813248,673321606,0,inputPathRJ31
job32,0,0,1073741824,841878994,0,inputPathRJ32
job33,0,0,10603200512,538475285,0,inputPathRJ33
job34,0,0,671088640,75235096,0,inputPathRJ34
job35,0,0,134217728,308370091,0,inputPathRJ35
job36,0,0,402653184,515114251,0,inputPathRJ36
job37,0,0,18119393280,637477967,0,inputPathRJ37
job38,0,0,134217728,59899575,0,inputPathRJ38
job39,0,0,268435456,788315846,0,inputPathRJ39
job40,0,0,9395240960,103647272,0,inputPathRJ40
job41,0,0,1476395008,436658818,0,inputPathRJ41
job42,0,0,10737418240,646217257,0,inputPathRJ42
job43,0,0,44291850240,251074024,0,inputPathRJ43
job44,0,0,402653184,611378652,0,inputPathRJ44
job45,0,0,50600083456,761809254,0,inputPathRJ45
job46,0,0,1207959552,48030158,0,inputPathRJ46
job47,0,0,1610612736,479489144,0,inputPathRJ47
job48,0,0,536870912,707397572,0,inputPathRJ48
job49,0,0,21877489664,821753364,0,inputPathRJ49
job50,0,0,2550136832,483954429,0,inputPathRJ50
job51,0,0,1610612736,841138946,0,inputPathRJ51
job52,0,0,1073741824,860304485,0,inputPathRJ52
job53,0,0,5771362304,280727408,0,inputPathRJ53
job54,0,0,1073741824,274191955,0,inputPathRJ54
job55,0,0,8187281408,690060656,0,inputPathRJ55
job56,0,0,11274289152,529931228,0,inputPathRJ56
job57,0,0,1342177280,286250205,0,inputPathRJ57
job58,0,0,134217728,230436130,0,inputPathRJ58
job59,0,0,1073741824,1628566864,0,inputPathRJ59
job60,0,0,939524096,808945908,0,inputPathRJ60
job61,0,0,939524096,359016136,0,inputPathRJ61
job62,0,0,2013265920,1486540846,0,inputPathRJ62
job63,0,0,7784628224,1588438268,0,inputPathRJ63
job64,0,0,402653184,180964757,0,inputPathRJ64
job65,0,0,402653184,157276199,0,inputPathRJ65
job66,0,0,14898167808,123159286,0,inputPathRJ66
job67,0,0,9261023232,0,0,inputPathRJ67
job68,0,0,939524096,798041797,0,inputPathRJ68
job69,0,0,10066329600,517268537,0,inputPathRJ69
job70,0,0,671088640,1151490242,0,inputPathRJ70
job71,0,0,1073741824,673130481,0,inputPathRJ71
job72,0,0,1207959552,201983603,0,inputPathRJ72
job73,0,0,20937965568,326298149,0,inputPathRJ73
job74,0,0,402653184,507092782,0,inputPathRJ74
job75,0,0,58787364864,150178728,0,inputPathRJ75
job76,0,0,7113539584,856421082,0,inputPathRJ76
job77,0,0,13287555072,390086484,0,inputPathRJ77
job78,0,0,15971909632,596844887,0,inputPathRJ78
job79,0,0,536870912,392477453,0,inputPathRJ79
job80,0,0,19193135104,4786559,0,inputPathRJ80
job81,0,0,50465865728,4317112,0,inputPathRJ81
job82,0,0,13287555072,535157250,0,inputPathRJ82
job83,0,0,2415919104,0,0,inputPathRJ83
job84,0,0,20401094656,0,0,inputPathRJ84
job85,0,0,939524096,619442671,0,inputPathRJ85
job86,0,0,57176752128,567045028,0,inputPathRJ86
job87,0,0,402653184,86643730,0,inputPathRJ87
job88,0,0,2013265920,710788597,0,inputPathRJ88
job89,0,0,402653184,602512916,0,inputPathRJ89
job90,0,0,1207959552,0,0,inputPathRJ90
job91,0,0,268435456,213124684,0,inputPathRJ91
