jobId,taskType,cntrId,start,startTime,execute,execTime,finish,finishTime
0,am,1216,start,1,finish,18.11099999999988
0,m,656,start,2.002151594215608,execute,2.1109999999998785,finish,17.11099999999988
1,am,320,start,6,finish,48.222000000004172
1,m,657,start,7.002151594215608,execute,7.111000000000709,finish,22.111000000000708
1,r,657,start,22.111000000000708,execute,22.222000000004176,finish,47.222000000004172
2,am,752,start,8,finish,25.111000000000388
2,m,658,start,9.002151594215608,execute,9.11100000000039,finish,24.111000000000388
3,am,224,start,9,finish,26.136369322215607
3,m,659,start,10.002151594215608,execute,10.136369322215607,finish,25.136369322215607
4,am,464,start,17,finish,59.763395236310004
4,m,640,start,18,execute,18.134217728,finish,33.134217727999996
4,m,656,start,18,execute,18.134217728,finish,33.134217727999996
4,m,672,start,18,execute,18.134217728,finish,33.134217727999996
4,m,688,start,18,execute,18.134217728,finish,33.134217727999996
4,m,704,start,18,execute,18.134217728,finish,33.134217727999996
4,m,720,start,18,execute,18.134217728,finish,33.134217727999996
4,m,736,start,18,execute,18.134217728,finish,33.134217727999996
4,m,753,start,18,execute,18.134217728,finish,33.134217727999996
4,m,872,start,18,execute,18.134217728,finish,33.134217727999996
4,m,784,start,18,execute,18.134217728,finish,33.134217727999996
4,m,800,start,18,execute,18.134217728,finish,33.134217727999996
4,m,816,start,18,execute,18.134217728,finish,33.134217727999996
4,m,832,start,18,execute,18.134217728,finish,33.134217727999996
4,m,848,start,18,execute,18.134217728,finish,33.134217727999996
4,m,864,start,18,execute,18.134217728,finish,33.134217727999996
4,m,880,start,18,execute,18.134217728,finish,33.134217727999996
4,m,896,start,18,execute,18.134217728,finish,33.134217727999996
4,m,912,start,18,execute,18.134217728,finish,33.134217727999996
4,m,928,start,18,execute,18.134217728,finish,33.134217727999996
4,m,304,start,18,execute,18.134217728,finish,33.134217727999996
4,m,641,start,18,execute,18.134217728,finish,33.134217727999996
4,m,660,start,18,execute,18.134217728,finish,33.134217727999996
4,m,673,start,18,execute,18.134217728,finish,33.134217727999996
4,m,689,start,18,execute,18.134217728,finish,33.134217727999996
4,m,705,start,18,execute,18.134217728,finish,33.134217727999996
4,m,721,start,18,execute,18.134217728,finish,33.134217727999996
4,m,737,start,18,execute,18.134217728,finish,33.134217727999996
4,m,754,start,18,execute,18.134217728,finish,33.134217727999996
4,m,768,start,18,execute,18.134217728,finish,33.134217727999996
4,m,785,start,18,execute,18.134217728,finish,33.134217727999996
4,m,801,start,18,execute,18.134217728,finish,33.134217727999996
4,m,817,start,18,execute,18.134217728,finish,33.134217727999996
4,m,833,start,18,execute,18.134217728,finish,33.134217727999996
