jobId,mapRackId,reduceRackId,time,event
job4,2,1,33.134217727999996,request
job4,0,1,33.134217727999996,request
job4,2,1,33.644981040840001,finish
job4,0,1,34.148635130060001,finish
job7,3,1,90.402653184000002,request
job7,1,1,90.402653184000002,finish
job7,3,1,101.5797492096,finish
job45,1,3,328.13421772800001,request
job45,3,3,328.13421772800001,finish
job45,1,3,329.43711541361,finish
job34,0,1,380.53777039106194,request
job34,0,0,380.53777039106194,finish
job34,2,0,380.70165112040905,request
job34,2,1,380.70165112040905,request
job34,0,1,380.97195292560002,finish
job34,2,0,381.14195292559998,finish
job34,2,1,381.41195292559996,finish
job73,3,0,567.60486313035994,request
job73,3,0,570.12663179620006,finish
job73,1,0,612.16821955836303,request
job73,1,0,614.69240744549995,finish
