jobId,mapRackId,reduceRackId,time,event
job9,1,0,122.134217728,request
job9,3,0,122.134217728,request
job9,1,0,122.64498104083999,finish
job9,3,0,123.14863513006,finish
job39,2,3,559.40265318399986,request
job39,0,3,559.40265318399986,request
job39,2,3,570.57974920959998,finish
job39,0,3,581.73521828614992,finish
job70,0,0,885.57785998304655,finish
job70,2,0,885.66042139243962,request
job70,2,0,886.96711541361003,finish
job56,3,0,991.46314056352458,request
job56,3,2,991.46314056352458,request
job56,1,0,991.54083710259533,request
job56,1,2,991.54083710259533,request
job56,3,0,991.90195292559997,finish
job56,3,2,991.90195292559997,finish
job56,1,0,992.34195292560003,finish
job56,1,2,992.34195292560003,finish
job115,2,0,1424.2684354560001,request
job115,0,0,1424.2684354560001,finish
job115,2,0,1426.7866317962,finish
job137,2,0,1702.1342177280001,request
job137,0,0,1702.1342177280001,finish
job137,2,0,1703.7074758915601,finish
job139,0,3,1713.1342177280001,request
job139,2,3,1713.1342177280001,request
job139,0,3,1713.6568133257001,finish
job139,2,3,1714.1768133257001,finish
job152,0,1,1817.1342177280001,request
job152,2,1,1817.1342177280001,request
job152,0,1,1818.1892634606202,finish
job152,2,1,1819.2392634606201,finish
job158,0,1,1905.1342177280001,request
job158,2,1,1905.1342177280001,request
job158,0,1,1907.6688281060001,finish
job159,2,0,1910.1342177280001,request
job159,0,0,1910.1342177280001,finish
job158,2,1,1910.1862339654701,finish
job159,2,0,1912.8438291591401,finish
job160,2,0,1920.2684354560001,request
job160,0,0,1920.2684354560001,finish
job160,2,0,1922.2701659806601,finish
job192,2,3,2280.5233864570146,request
job192,0,3,2280.5645940630466,request
job192,2,3,2285.0820129620602,finish
job192,0,3,2289.65710270612,finish
job205,1,3,2435.1342177279998,request
job205,0,3,2435.1342177279998,request
job205,1,3,2435.4338604319701,finish
job205,0,3,2435.7269370067997,finish
job227,0,1,2614.4026531839995,request
job227,1,1,2614.4026531839995,finish
job227,0,1,2626.2792427437998,finish
job243,2,0,2742.2684354559997,request
job243,3,0,2742.2684354559997,request
job243,2,0,2744.7860916875402,finish
job243,3,0,2747.3060916875402,finish
job244,3,2,2748.1342177279998,request
job244,2,2,2748.1342177279998,finish
job244,3,2,2748.3022481909798,finish
job257,3,1,2879.1342177279998,request
job257,2,1,2879.1342177279998,request
job257,3,1,2879.2860836653299,finish
job257,2,1,2879.4280787438397,finish
job284,3,1,3176.1342177279998,request
job284,2,1,3176.1342177279998,request
job284,3,1,3176.2742630503999,finish
job284,2,1,3176.4069534591999,finish
job294,3,2,3287.1342177279998,request
job294,3,2,3287.34423681629,finish
job364,3,0,4250.1342177280003,request
job364,2,0,4250.1342177280003,request
job364,3,0,4250.2863954077602,finish
job364,2,0,4250.4283721484808,finish
job400,3,1,4589.1342177280003,request
job400,1,1,4589.1342177280003,finish
job400,3,1,4589.2804090981399,finish
job401,2,3,4613.2684354560006,request
job401,3,3,4613.2684354560006,finish
job401,2,3,4614.7051504605206,finish
job424,1,0,4905.2684354560006,request
job424,0,0,4905.2684354560006,finish
job424,1,0,4906.3645332494007,finish
job434,3,2,4981.2684354560006,request
job434,2,2,4981.2684354560006,finish
job434,3,2,4981.5631776159407,finish
job472,1,3,5301.2684354560006,request
job472,0,3,5301.2684354560006,request
job472,1,3,5301.9404306898005,finish
job472,0,3,5302.6204306898007,finish
job515,2,0,5732.1342177280003,request
job515,1,0,5732.1342177280003,request
job515,2,0,5733.4163743987401,finish
job515,1,0,5734.6963743987408,finish
job481,0,1,5766.2949672959985,request
job481,3,1,5766.2949672959985,request
job481,0,1,5780.7745141771902,finish
job481,3,1,5795.2666999515604,finish
job525,2,0,5861.2684354560006,request
job525,2,0,5865.6559125916601,finish
job532,2,2,5901.4026531840009,finish
job525,1,0,5986.6189822463111,request
job525,1,0,5991.0059125916596,finish
job532,1,2,6001.7531999743114,request
job532,1,2,6002.3909868906503,finish
job551,1,2,6090.2684354560006,request
job551,2,2,6090.2684354560006,finish
job551,1,2,6091.8228291527403,finish
