jobId,mapRackId,reduceRackId,time,event
job4,0,3,33.134217727999996,request
job4,3,3,33.134217727999996,finish
job4,0,3,33.638635130060003,finish
job7,1,2,90.402653184000002,request
job7,2,2,90.402653184000002,finish
job7,1,2,101.5797492096,finish
job45,2,1,328.13421772800001,request
job45,1,1,328.13421772800001,finish
job45,2,1,329.44892381189999,finish
job34,3,0,380.54592517268321,request
job34,3,1,380.54592517268321,request
job34,0,1,380.60022662389895,request
job34,0,0,380.60022662389895,finish
job34,3,0,380.98195292560001,finish
job34,3,1,380.98195292560001,finish
job34,0,1,381.42195292560001,finish
job73,2,3,569.43552215512557,request
job73,2,3,571.9566317962001,finish
job73,1,3,599.87328742286411,request
job73,1,3,602.40240744549999,finish
