jobId,mapRackId,reduceRackId,time,event
job4,3,2,33.134217727999996,request
job4,0,2,33.134217727999996,request
job4,3,2,33.644981040840001,finish
job4,0,2,34.148635130060001,finish
job7,1,2,90.402653184000002,request
job7,2,2,90.402653184000002,finish
job7,1,2,101.5797492096,finish
job45,1,1,328.13421772800001,finish
job45,2,1,343.26843545600002,request
job45,2,1,344.57892381189998,finish
job34,3,1,380.5788825059534,request
job34,3,3,380.5788825059534,finish
job34,0,1,380.60670173750054,request
job34,0,3,380.60670173750054,request
job34,3,1,381.01195292559999,finish
job34,0,3,381.04195292560001,finish
job34,0,1,381.45195292560004,finish
job73,2,2,569.40010033942849,finish
job73,1,2,593.66795954809436,request
job73,1,2,596.19240744549995,finish
