jobId,numMaps,numReduces,startTime,finishTime,duration
job0,28,4,2,44.347,42.347
job1,22,3,3,45.603,42.603
job2,6,1,5,47.717,42.717
job3,92,12,6,48.45,42.45
job4,155,20,7,49.2589778343,42.2589778343
job5,53,7,14,56.228,42.228
job6,76,10,16,58.31,42.31
job7,31,4,17,59.835,42.835
job8,81,11,21,63.376,42.376
job9,73,10,22,64.442,42.442
job10,234,30,24,66.505,42.505
job11,93,12,38,80.33,42.33
job12,79,10,43,85.319,42.319
job13,45,6,48,90.4799999999,42.4799999999
job15,316,40,53,97.156,44.156
job22,4,0,82,99.1734606853,17.1734606853
job23,45,0,84,101.175801724,17.1758017238
job16,137,18,61,104.692,43.692
job18,130,17,66,110.399,44.399
job19,55,7,68,110.665,42.665
job24,8,1,85,127.836,42.8360000001
job25,30,4,87,130.672,43.6720000001
job26,6,1,89,132.622,43.6220000001
job27,372,47,90,134.463,44.4630000002
job28,23,3,94,136.683,42.6830000002
job29,172,22,101,145.002,44.0020000002
job30,18,3,103,146.658,43.6580000002
job33,7,0,136,153.175801724,17.1758017238
job34,6,0,143,160.160207313,17.1602073133
job20,219,28,72,166.959788165,94.9597881647
job14,1535,192,49,167.257452689,118.257452689
job31,12,2,125,168.433,43.4330000003
job21,869,109,74,177.698812855,103.698812855
job32,32,4,135,178.469,43.4690000004
job43,7,0,179,196.755,17.7550000005
job36,62,8,159,202.495,43.4950000005
job37,48,6,162,205.531,43.5310000005
job38,60,8,164,207.305000001,43.3050000005
job39,18,3,169,211.773000001,42.7730000005
job35,108,14,145,218.915424677,73.9154246773
job42,15,2,177,219.345000001,42.3450000006
job40,110,14,170,226.112983348,56.1129833479
job44,6,1,184,226.732000001,42.7320000006
job45,228,29,186,230.215000001,44.2150000006
job47,8,1,191,233.470000001,42.4700000006
job48,282,36,192,236.876000001,44.8760000006
job41,484,61,175,240.768104928,65.7681049278
job49,482,61,199,243.228000001,44.2280000007
job46,399,50,190,245.792660526,55.7926605255
job50,285,36,207,250.780000001,43.7800000007
job51,100,13,212,255.402000001,43.4020000007
job17,5228,654,63,256.300694853,193.300694853
job52,16,2,216,258.445000001,42.4450000007
job54,436,55,230,272.426000001,42.4260000008
job53,156,20,226,277.043569331,51.0435693313
job55,371,47,240,282.839000001,42.8390000008
job56,28,4,243,285.602000001,42.6020000008
job65,1,0,270,287.278558804,17.2785588041
job57,78,10,245,287.298000001,42.2980000007
job58,7,1,251,293.773000001,42.7730000006
job59,7,1,252,294.289000001,42.2890000006
job60,77,10,254,297.362,43.3620000005
job61,12,2,255,297.576,42.5760000005
job69,453,0,278,303.402653184,25.402653184
job62,156,20,256,304.531276807,48.5312768071
job63,64,8,266,310.202,44.2020000002
