jobId,mapRackId,reduceRackId,time,event
job4,1,0,33.134217727999996,request
job4,2,0,33.134217727999996,request
job4,1,0,33.644981040840001,finish
job4,2,0,34.148635130060001,finish
job7,1,0,90.402653184000002,request
job7,0,0,90.402653184000002,finish
job7,1,0,101.56521828615,finish
job45,1,1,343.26843545600002,finish
job34,0,1,380.54334345189147,request
job34,0,2,380.54334345189147,request
job34,2,1,380.6526057302504,request
job34,2,2,380.6526057302504,finish
job34,0,1,380.98195292560001,finish
job34,0,2,380.98195292560001,finish
job34,2,1,381.42195292560001,finish
job73,2,0,534.85191380279764,request
job73,2,0,537.37663179620006,finish
job73,1,0,592.65544021572225,request
job73,1,0,595.18240744549996,finish
