time,jobId,taskId,event,cntrId
2,job0,am,start,384
3,job0,null,mapReq,28
3,job1,am,start,1248
3.0010869206210953,job0,m4,start,1808
3.0010869206210953,job0,m20,start,1809
3.0010869206210953,job0,m23,start,1810
3.004504982112577,job0,m1,start,1088
3.004504982112577,job0,m2,start,1089
3.004504982112577,job0,m11,start,1090
3.004504982112577,job0,m12,start,1091
3.004504982112577,job0,m13,start,1092
3.004504982112577,job0,m21,start,1093
3.004504982112577,job0,m25,start,1094
3.004504982112577,job0,m26,start,1095
3.004504982112577,job0,m27,start,1096
3.01012334813155,job0,m5,start,3552
3.01012334813155,job0,m8,start,3553
3.01012334813155,job0,m15,start,3554
3.01012334813155,job0,m16,start,3555
3.0181832182795345,job0,m7,start,0
3.0181832182795345,job0,m10,start,1
3.0181832182795345,job0,m18,start,2
3.018378527977286,job0,m0,start,2528
3.018378527977286,job0,m6,start,2529
3.018378527977286,job0,m17,start,2530
3.018378527977286,job0,m24,start,2531
3.0259895852669088,job0,m22,start,2128
3.028656201876714,job0,m3,start,432
3.028656201876714,job0,m9,start,433
3.028656201876714,job0,m19,start,434
3.039242957272449,job0,m14,start,3136
3.135304648621095,job0,m4,execute
3.135304648621095,job0,m20,execute
3.135304648621095,job0,m23,execute
3.1387227101125768,job0,m1,execute
3.1387227101125768,job0,m2,execute
3.1387227101125768,job0,m11,execute
3.1387227101125768,job0,m12,execute
3.1387227101125768,job0,m13,execute
3.1387227101125768,job0,m21,execute
3.1387227101125768,job0,m25,execute
3.1387227101125768,job0,m26,execute
3.1387227101125768,job0,m27,execute
3.14434107613155,job0,m5,execute
3.14434107613155,job0,m8,execute
3.14434107613155,job0,m15,execute
3.14434107613155,job0,m16,execute
3.1524009462795344,job0,m7,execute
3.1524009462795344,job0,m10,execute
3.1524009462795344,job0,m18,execute
3.152596255977286,job0,m0,execute
3.152596255977286,job0,m6,execute
3.152596255977286,job0,m17,execute
3.152596255977286,job0,m24,execute
3.1602073132669086,job0,m22,execute
3.1628739298767137,job0,m3,execute
3.1628739298767137,job0,m9,execute
3.1628739298767137,job0,m19,execute
3.173460685272449,job0,m14,execute
4,job1,null,mapReq,22
4.001086920621095,job1,m11,start,1811
4.001086920621095,job1,m15,start,1812
4.004504982112577,job1,m0,start,1097
4.004504982112577,job1,m1,start,1098
4.01012334813155,job1,m9,start,3556
4.01012334813155,job1,m10,start,3557
4.01012334813155,job1,m16,start,3558
4.01012334813155,job1,m3,start,3559
4.01012334813155,job1,m19,start,3560
4.01012334813155,job1,m21,start,3561
4.0181832182795345,job1,m17,start,3
4.0181832182795345,job1,m20,start,4
4.018378527977286,job1,m2,start,2532
4.018378527977286,job1,m4,start,2533
4.018378527977286,job1,m14,start,2534
4.018378527977286,job1,m18,start,2535
4.025989585266909,job1,m8,start,2129
4.025989585266909,job1,m12,start,2130
4.030611264431419,job1,m5,start,3488
4.0392429572724495,job1,m13,start,3137
4.039576173080379,job1,m6,start,1424
4.041583995771775,job1,m7,start,2672
4.135304648621095,job1,m11,execute
4.135304648621095,job1,m15,execute
4.138722710112577,job1,m0,execute
4.138722710112577,job1,m1,execute
4.144341076131551,job1,m9,execute
4.144341076131551,job1,m10,execute
4.144341076131551,job1,m16,execute
4.144341076131551,job1,m3,execute
4.144341076131551,job1,m19,execute
4.144341076131551,job1,m21,execute
4.152400946279535,job1,m17,execute
4.152400946279535,job1,m20,execute
4.152596255977286,job1,m2,execute
4.152596255977286,job1,m4,execute
4.152596255977286,job1,m14,execute
4.152596255977286,job1,m18,execute
4.160207313266909,job1,m8,execute
4.160207313266909,job1,m12,execute
4.16482899243142,job1,m5,execute
4.17346068527245,job1,m13,execute
4.173793901080379,job1,m6,execute
4.175801723771776,job1,m7,execute
5,job2,am,start,1264
6,job2,null,mapReq,6
6,job3,am,start,2928
6.001086920621095,job2,m5,start,1813
6.01012334813155,job2,m1,start,3562
6.0181832182795345,job2,m4,start,5
6.018378527977286,job2,m2,start,2536
6.018378527977286,job2,m3,start,2537
6.025989585266909,job2,m0,start,2131
6.135304648621095,job2,m5,execute
6.144341076131551,job2,m1,execute
6.152400946279535,job2,m4,execute
6.152596255977286,job2,m2,execute
6.152596255977286,job2,m3,execute
6.160207313266909,job2,m0,execute
7,job3,null,mapReq,92
7,job4,am,start,3408
7.001086920621095,job3,m24,start,1814
7.001086920621095,job3,m1,start,1815
7.001086920621095,job3,m3,start,1816
7.001086920621095,job3,m6,start,1817
7.001086920621095,job3,m22,start,1818
7.001086920621095,job3,m23,start,1819
7.001086920621095,job3,m36,start,1820
7.001086920621095,job3,m66,start,1821
7.001086920621095,job3,m85,start,1822
7.001086920621095,job3,m88,start,1823
7.004504982112577,job3,m7,start,1099
7.004504982112577,job3,m19,start,1100
7.004504982112577,job3,m37,start,1101
7.004504982112577,job3,m42,start,1102
7.004504982112577,job3,m44,start,1103
7.01012334813155,job3,m4,start,3563
7.01012334813155,job3,m5,start,3564
7.01012334813155,job3,m16,start,3565
7.01012334813155,job3,m18,start,3566
7.01012334813155,job3,m26,start,3567
7.01245696572603,job3,m91,start,1760
7.018106362090666,job3,m67,start,3696
7.018106362090666,job3,m69,start,3697
7.018106362090666,job3,m31,start,3698
7.018106362090666,job3,m32,start,3699
7.018106362090666,job3,m38,start,3700
7.018106362090666,job3,m39,start,3701
7.018106362090666,job3,m41,start,3702
7.018106362090666,job3,m50,start,3703
7.018106362090666,job3,m51,start,3704
7.018106362090666,job3,m53,start,3705
7.018106362090666,job3,m60,start,3706
7.018106362090666,job3,m64,start,3707
7.018106362090666,job3,m65,start,3708
7.018106362090666,job3,m75,start,3709
7.018106362090666,job3,m77,start,3710
7.018106362090666,job3,m84,start,3711
7.0181832182795345,job3,m2,start,6
7.0181832182795345,job3,m9,start,7
7.0181832182795345,job3,m15,start,8
7.0181832182795345,job3,m20,start,9
7.0181832182795345,job3,m21,start,10
7.0181832182795345,job3,m25,start,11
7.0181832182795345,job3,m28,start,12
7.0181832182795345,job3,m40,start,13
7.0181832182795345,job3,m48,start,14
7.0181832182795345,job3,m56,start,15
7.018378527977286,job3,m0,start,2538
7.018378527977286,job3,m14,start,2539
7.018378527977286,job3,m17,start,2540
7.018378527977286,job3,m34,start,2541
7.018378527977286,job3,m47,start,2542
7.018378527977286,job3,m57,start,2543
7.021931720684849,job3,m74,start,256
7.021931720684849,job3,m81,start,257
7.021931720684849,job3,m58,start,258
7.021931720684849,job3,m61,start,259
7.021931720684849,job3,m70,start,260
7.021931720684849,job3,m72,start,261
7.021931720684849,job3,m76,start,262
7.021931720684849,job3,m82,start,263
7.025989585266909,job3,m11,start,2132
7.025989585266909,job3,m30,start,2133
7.025989585266909,job3,m33,start,2134
7.025989585266909,job3,m54,start,2135
7.025989585266909,job3,m89,start,2136
7.026231253776797,job3,m45,start,1184
7.026231253776797,job3,m62,start,1185
7.026231253776797,job3,m87,start,1186
7.026231253776797,job3,m90,start,1187
